Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
4769,Male,2025,Cloud (AWS/Azure/GCP),0,5,1,Cognizant,Established,Healthcare,1897078,No,Not Applicable,Hyderabad
4770,Male,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), Embedded Systems, Cybersecurity",3,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune
4771,Male,2025,"Embedded Systems, Python, Java, Web Dev (Full Stack)",2,7,4,Meta,Established,Consulting,2359096,No,Not Applicable,Hyderabad
4772,Female,2024,"Java, C++, Python, ML/AI",0,4,4,TCS,Established,IT Services,1926858,No,Not Applicable,Ahmedabad
4773,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), UI/UX Design, Java, DevOps",0,5,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai
4774,Female,2024,Networking,0,5,3,Tata Motors,Established,Consulting,1820772,No,Not Applicable,Delhi
4775,Female,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), ML/AI, Blockchain",0,2,2,Swiggy,Startup,Manufacturing,685026,No,Not Applicable,Bangalore
4776,Female,2024,"DevOps, Java, Blockchain, Embedded Systems",0,5,2,Cisco,Established,Healthcare,1256097,No,Not Applicable,Pune
4777,Female,2025,"ML/AI, Python, Digital Marketing, UI/UX Design",1,5,3,Capgemini,Established,Automotive,2210026,Yes,Data Science,Mumbai
4778,Male,2023,"ML/AI, Cybersecurity",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Hyderabad
4779,Male,2022,"Python, DevOps, Cybersecurity",3,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
4780,Male,2024,"Python, Digital Marketing, Java",2,2,3,Tata Motors,Established,Manufacturing,1336017,No,Not Applicable,Kolkata
4781,Female,2025,"ML/AI, Python, Web Dev (Full Stack), Embedded Systems",0,9,4,Oracle,Established,Logistics,666038,Yes,Cybersecurity,Mumbai
4782,Male,2024,"DevOps, Java, Cybersecurity, Blockchain, Web Dev (Full Stack)",1,4,4,Infosys,Established,Logistics,1042998,No,Not Applicable,Ahmedabad
4783,Female,2023,"Cybersecurity, Blockchain",2,4,3,TCS,Established,Automotive,1470666,No,Not Applicable,Pune
4784,Female,2024,"Cloud (AWS/Azure/GCP), Python, ML/AI",2,5,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Bangalore
4785,Male,2025,"Embedded Systems, Java, Digital Marketing, UI/UX Design, Python",0,4,2,Oracle,Established,Healthcare,1065168,No,Not Applicable,Pune
4786,Female,2024,"Cloud (AWS/Azure/GCP), Java, Data Science, Networking",1,10,2,Paytm,Startup,Consulting,544504,Yes,Cybersecurity,Hyderabad
4787,Female,2024,"UI/UX Design, C++, Embedded Systems, Cybersecurity",2,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Ahmedabad
4788,Male,2023,"DevOps, Cybersecurity, ML/AI",1,10,2,Dr. Reddy's Labs,Established,Logistics,1770251,No,Not Applicable,Chennai
4789,Female,2022,"UI/UX Design, C++, Python, DevOps",0,6,3,Infosys,Established,Automotive,2144733,No,Not Applicable,Chennai
4790,Male,2024,Embedded Systems,1,8,4,Jio Platforms,Established,E-commerce,449849,No,Not Applicable,Hyderabad
4791,Female,2022,"Embedded Systems, Digital Marketing, UI/UX Design",2,10,4,Jio Platforms,Established,IT Services,2741309,No,Not Applicable,Mumbai
4792,Female,2022,"ML/AI, Embedded Systems, Cloud (AWS/Azure/GCP)",0,7,2,Zomato,Startup,EdTech,835134,No,Not Applicable,Jaipur
4793,Female,2022,"Cybersecurity, Cloud (AWS/Azure/GCP), Embedded Systems",0,9,2,Oracle,Established,EdTech,1112201,No,Not Applicable,Hyderabad
4794,Male,2025,"Java, ML/AI, Web Dev (Full Stack)",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata
4795,Male,2023,"Blockchain, Web Dev (Full Stack)",3,4,3,Swiggy,Startup,EdTech,871102,No,Not Applicable,Bangalore
4796,Male,2024,"ML/AI, UI/UX Design",0,10,2,Flipkart,Established,EdTech,669100,No,Not Applicable,Kolkata
4797,Female,2025,"C++, Web Dev (Full Stack)",1,5,2,Dr. Reddy's Labs,Established,IT Services,872516,No,Not Applicable,Kolkata
4798,Female,2023,Python,1,8,1,Tata Motors,Established,Healthcare,1560478,No,Not Applicable,Hyderabad
4799,Female,2022,"Blockchain, Digital Marketing",2,9,2,Flipkart,Established,Manufacturing,1019980,No,Not Applicable,Pune
4800,Female,2022,"UI/UX Design, Cybersecurity, Networking",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai
4801,Female,2024,"Cybersecurity, Networking, Python, Web Dev (Full Stack), ML/AI",0,6,4,Byju's,Startup,E-commerce,745384,No,Not Applicable,Kolkata
4802,Female,2023,"Web Dev (Full Stack), ML/AI",3,6,1,TCS,Established,Logistics,2487052,No,Not Applicable,Bangalore
4803,Male,2024,"Networking, C++, Blockchain, ML/AI",0,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai
4804,Female,2024,"Web Dev (Full Stack), Data Science",2,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
4805,Female,2022,"Python, Digital Marketing",0,8,1,Oracle,Established,Manufacturing,565818,No,Not Applicable,Ahmedabad
4806,Male,2022,"Networking, Blockchain, Web Dev (Full Stack)",3,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai
4807,Female,2023,"DevOps, UI/UX Design",1,5,3,Cisco,Established,Automotive,851671,No,Not Applicable,Kolkata
4808,Female,2024,"ML/AI, Python, Cybersecurity",0,7,3,Flipkart,Established,FinTech,546500,No,Not Applicable,Delhi
4809,Female,2025,"Digital Marketing, Embedded Systems",1,10,3,L&T Technology Services,Established,Automotive,2446770,No,Not Applicable,Kolkata
4810,Male,2023,"Digital Marketing, Blockchain, Embedded Systems, UI/UX Design, Java",1,5,4,Cisco,Established,EdTech,1399033,No,Not Applicable,Mumbai
4811,Female,2022,"Embedded Systems, Data Science, C++, ML/AI",0,7,3,Flipkart,Established,FinTech,1078925,No,Not Applicable,Delhi
4812,Male,2025,DevOps,0,3,1,Dream11,Startup,IT Services,557175,No,Not Applicable,Mumbai
4813,Female,2024,"UI/UX Design, C++, ML/AI",0,6,1,Infosys,Established,Logistics,602462,No,Not Applicable,Ahmedabad
4814,Male,2025,Blockchain,3,5,4,Swiggy,Startup,Consulting,554452,Yes,Data Science,Chennai
4815,Male,2022,"Cybersecurity, Networking, Digital Marketing",2,4,2,Cisco,Established,Automotive,1495165,No,Not Applicable,Hyderabad
4816,Female,2024,"DevOps, Networking, Python, Data Science",1,7,4,Google,Established,FinTech,1461749,No,Not Applicable,Chennai
4817,Female,2025,"Networking, Data Science, Web Dev (Full Stack), Blockchain, ML/AI",0,6,4,Ola,Startup,Automotive,572441,No,Not Applicable,Pune
4818,Male,2023,"ML/AI, Embedded Systems, Blockchain, Python",0,5,3,Capgemini,Established,E-commerce,789181,No,Not Applicable,Hyderabad
4819,Male,2022,"UI/UX Design, Web Dev (Full Stack), DevOps, C++",2,4,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur
4820,Female,2023,"Data Science, Blockchain, Java",1,6,2,Microsoft,Established,Consulting,429853,No,Not Applicable,Hyderabad
4821,Female,2022,"Python, C++, Data Science",1,4,0,Amazon,Established,EdTech,647675,No,Not Applicable,Bangalore
4822,Female,2023,ML/AI,1,1,4,Ola,Startup,Logistics,557982,No,Not Applicable,Hyderabad
4823,Female,2023,Embedded Systems,1,7,1,Flipkart,Established,IT Services,727406,No,Not Applicable,Pune
4824,Female,2023,"Web Dev (Full Stack), Digital Marketing, Networking, Data Science, C++",0,4,2,Paytm,Startup,FinTech,939299,No,Not Applicable,Kolkata
4825,Female,2024,"Cybersecurity, Networking",0,3,3,Meta,Established,FinTech,1533451,No,Not Applicable,Kolkata
4826,Female,2023,"Python, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design",2,6,2,Meta,Established,Automotive,439262,No,Not Applicable,Mumbai
4827,Female,2025,"ML/AI, Networking",0,4,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur
4828,Male,2023,"ML/AI, Embedded Systems",2,2,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad
4829,Female,2023,"Python, Blockchain, Embedded Systems, C++, Digital Marketing",3,6,3,Meta,Established,E-commerce,1409426,No,Not Applicable,Pune
4830,Male,2022,"Cloud (AWS/Azure/GCP), Java, Networking, Web Dev (Full Stack), UI/UX Design",1,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Delhi
4831,Male,2022,"Python, Web Dev (Full Stack), C++, UI/UX Design, Data Science",3,9,3,Dream11,Startup,Logistics,737374,No,Not Applicable,Pune
4832,Female,2025,"ML/AI, Digital Marketing, DevOps",1,10,4,Infosys,Established,Consulting,1588347,Yes,Cybersecurity,Chennai
4833,Female,2023,Data Science,1,8,2,Google,Established,IT Services,1368339,No,Not Applicable,Pune
4834,Female,2025,UI/UX Design,1,4,4,Dream11,Startup,IT Services,799130,No,Not Applicable,Ahmedabad
4835,Male,2022,"Data Science, Blockchain, Web Dev (Full Stack)",0,2,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore
4836,Male,2022,"C++, Embedded Systems",1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Hyderabad
4837,Female,2025,"Data Science, Web Dev (Full Stack), Java",3,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Kolkata
4838,Female,2023,"UI/UX Design, Web Dev (Full Stack), ML/AI",0,6,3,Microsoft,Established,FinTech,2040796,No,Not Applicable,Ahmedabad
4839,Female,2022,"DevOps, Java, Data Science",1,6,4,Google,Established,FinTech,2053117,No,Not Applicable,Hyderabad
4840,Male,2023,ML/AI,0,5,4,Tech Mahindra,Established,Healthcare,1507430,No,Not Applicable,Ahmedabad
4841,Female,2025,"Embedded Systems, ML/AI, Python",2,5,3,Byju's,Startup,FinTech,418411,No,Not Applicable,Ahmedabad
4842,Female,2024,"Networking, Web Dev (Full Stack), ML/AI, Embedded Systems, DevOps",2,5,2,Swiggy,Startup,Automotive,1016148,No,Not Applicable,Jaipur
4843,Male,2023,"Data Science, Web Dev (Full Stack), Blockchain, ML/AI",0,9,2,Cisco,Established,Logistics,1134221,No,Not Applicable,Jaipur
4844,Male,2022,"DevOps, Data Science",2,10,3,Flipkart,Established,IT Services,784379,No,Not Applicable,Bangalore
4845,Male,2022,"Python, ML/AI",1,3,3,Infosys,Established,FinTech,1469917,No,Not Applicable,Hyderabad
4846,Female,2023,"Embedded Systems, Web Dev (Full Stack)",0,7,3,Zomato,Startup,E-commerce,357115,No,Not Applicable,Delhi
4847,Male,2024,"Python, Blockchain, DevOps, ML/AI",0,1,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Bangalore
4848,Male,2022,"Networking, Embedded Systems",1,7,3,Capgemini,Established,IT Services,1579451,No,Not Applicable,Mumbai
4849,Male,2024,"Networking, ML/AI, Embedded Systems",0,7,3,Infosys,Established,E-commerce,808478,No,Not Applicable,Pune
4850,Male,2024,"Networking, Embedded Systems, Python, Digital Marketing",1,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata
4851,Male,2025,"Networking, Java, Data Science",0,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad
4852,Female,2023,"DevOps, Cybersecurity, Networking, C++",0,8,1,Tech Mahindra,Established,Manufacturing,2048459,No,Not Applicable,Bangalore
4853,Female,2024,DevOps,1,2,4,Tata Motors,Established,Healthcare,909258,No,Not Applicable,Mumbai
4854,Female,2023,Cybersecurity,0,4,4,L&T Technology Services,Established,Automotive,464749,No,Not Applicable,Bangalore
4855,Female,2023,"Data Science, Python, Cybersecurity",2,9,2,Zomato,Startup,EdTech,975511,No,Not Applicable,Pune
4856,Female,2022,"Web Dev (Full Stack), Java, Python",1,8,3,Meta,Established,Manufacturing,671658,No,Not Applicable,Mumbai
4857,Female,2023,"UI/UX Design, Java, Networking, DevOps",0,8,4,HCLTech,Established,IT Services,814719,No,Not Applicable,Ahmedabad
4858,Female,2025,"UI/UX Design, Python, Embedded Systems",0,4,2,Tech Mahindra,Established,Logistics,1088706,No,Not Applicable,Chennai
4859,Female,2023,Networking,0,7,1,Capgemini,Established,IT Services,935130,No,Not Applicable,Pune
4860,Male,2025,Cybersecurity,1,4,2,Jio Platforms,Established,Healthcare,447336,No,Not Applicable,Kolkata
4861,Male,2025,"Web Dev (Full Stack), DevOps",1,10,4,Tech Mahindra,Established,E-commerce,641481,No,Not Applicable,Ahmedabad
4862,Female,2023,Blockchain,1,3,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Delhi
4863,Male,2022,"UI/UX Design, DevOps",1,9,2,Tech Mahindra,Established,Logistics,1530987,No,Not Applicable,Mumbai
4864,Female,2023,"Blockchain, DevOps, Cybersecurity",2,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore
4865,Male,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, Digital Marketing",1,4,3,Meta,Established,Automotive,624794,No,Not Applicable,Delhi
4866,Female,2022,"Blockchain, Networking, Cloud (AWS/Azure/GCP)",3,3,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Hyderabad
4867,Male,2024,"DevOps, Java, Cybersecurity, Blockchain, Web Dev (Full Stack)",2,5,4,Wipro,Established,Manufacturing,1639696,No,Not Applicable,Delhi
4868,Male,2022,"Cybersecurity, Cloud (AWS/Azure/GCP), Digital Marketing, ML/AI, Embedded Systems",0,2,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Delhi
4869,Male,2023,"UI/UX Design, Python, ML/AI, Web Dev (Full Stack)",2,2,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai
4870,Male,2025,Data Science,1,6,1,L&T Technology Services,Established,Automotive,1290485,No,Not Applicable,Bangalore
4871,Male,2022,"Digital Marketing, Python, C++",2,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad
4872,Female,2025,"ML/AI, Cloud (AWS/Azure/GCP), C++, Blockchain",3,8,2,Tata Motors,Established,IT Services,2559896,No,Not Applicable,Hyderabad
4873,Female,2023,"UI/UX Design, Data Science, Blockchain, ML/AI, C++",1,7,4,Paytm,Startup,E-commerce,1045049,No,Not Applicable,Pune
4874,Female,2024,"C++, Java",1,6,3,Cognizant,Established,EdTech,1386615,No,Not Applicable,Delhi
4875,Male,2023,Java,1,8,3,Zomato,Startup,Healthcare,1165189,No,Not Applicable,Delhi
4876,Female,2025,"Blockchain, DevOps, Digital Marketing, Python, Networking",1,4,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Kolkata
4877,Male,2023,"DevOps, C++",0,8,4,Zomato,Startup,Consulting,687214,No,Not Applicable,Bangalore
4878,Male,2025,"Python, Web Dev (Full Stack), Cybersecurity, C++, Blockchain",0,7,3,Cisco,Established,EdTech,1756661,No,Not Applicable,Bangalore
4879,Male,2025,"Cybersecurity, Python, Java",1,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Mumbai
4880,Female,2024,"ML/AI, Python, DevOps",1,9,2,Swiggy,Startup,Consulting,984914,No,Not Applicable,Delhi
4881,Male,2023,"Data Science, Cloud (AWS/Azure/GCP)",3,3,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Bangalore
4882,Male,2025,"ML/AI, Python, Cybersecurity, C++",0,2,1,Capgemini,Established,Consulting,1855269,No,Not Applicable,Ahmedabad
4883,Male,2023,"Digital Marketing, UI/UX Design, Data Science",0,3,4,Zomato,Startup,Manufacturing,1176927,Yes,MBA,Delhi
4884,Female,2025,"Embedded Systems, UI/UX Design, Data Science, Cloud (AWS/Azure/GCP)",0,8,3,Ola,Startup,Automotive,616882,Yes,Cybersecurity,Hyderabad
4885,Male,2022,"Digital Marketing, ML/AI, DevOps",1,5,3,HCLTech,Established,E-commerce,897646,No,Not Applicable,Pune
4886,Male,2024,"ML/AI, Java, Networking",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad
4887,Male,2025,"Digital Marketing, Cloud (AWS/Azure/GCP)",0,10,4,Ola,Startup,Logistics,645296,No,Not Applicable,Hyderabad
4888,Female,2024,"UI/UX Design, Networking, Data Science",3,5,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Ahmedabad
4889,Male,2025,Networking,3,3,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune
4890,Female,2022,"ML/AI, UI/UX Design, C++",3,8,3,Tata Motors,Established,Consulting,1367220,No,Not Applicable,Mumbai
4891,Male,2025,"DevOps, Java, Web Dev (Full Stack)",0,9,3,Dream11,Startup,FinTech,514371,No,Not Applicable,Bangalore
4892,Female,2025,"Digital Marketing, Cloud (AWS/Azure/GCP), Cybersecurity",2,7,4,Dream11,Startup,Healthcare,300000,No,Not Applicable,Jaipur
4893,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Embedded Systems",1,6,4,Dream11,Startup,Consulting,569983,No,Not Applicable,Delhi
4894,Male,2022,"Web Dev (Full Stack), UI/UX Design",3,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune
4895,Male,2025,"ML/AI, C++",1,5,3,Paytm,Startup,Automotive,779023,No,Not Applicable,Mumbai
4896,Female,2023,"ML/AI, DevOps, UI/UX Design",0,7,4,Cisco,Established,E-commerce,1698896,No,Not Applicable,Chennai
4897,Female,2023,"Cybersecurity, Java, Embedded Systems, ML/AI",1,8,1,Cognizant,Established,EdTech,1047208,No,Not Applicable,Chennai
4898,Male,2022,"Web Dev (Full Stack), Networking, ML/AI",0,5,3,Dr. Reddy's Labs,Established,FinTech,2439865,Yes,AI/ML,Mumbai
4899,Male,2022,"Python, Cloud (AWS/Azure/GCP), Embedded Systems",3,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
4900,Male,2025,"Data Science, Cloud (AWS/Azure/GCP)",1,8,4,L&T Technology Services,Established,Automotive,1432279,No,Not Applicable,Bangalore
4901,Male,2023,"Digital Marketing, UI/UX Design, Cloud (AWS/Azure/GCP), Cybersecurity",1,7,4,Dr. Reddy's Labs,Established,FinTech,1966900,No,Not Applicable,Pune
4902,Female,2024,"DevOps, Data Science, Web Dev (Full Stack)",0,5,4,HCLTech,Established,Logistics,1089492,No,Not Applicable,Ahmedabad
4903,Female,2023,"Cybersecurity, C++, DevOps, Embedded Systems, Cloud (AWS/Azure/GCP)",0,6,1,Capgemini,Established,FinTech,1865967,No,Not Applicable,Hyderabad
4904,Female,2025,"UI/UX Design, Web Dev (Full Stack)",1,8,3,Ola,Startup,EdTech,570841,No,Not Applicable,Hyderabad
4905,Female,2023,"Python, Cybersecurity, DevOps",2,5,2,Swiggy,Startup,Logistics,804908,No,Not Applicable,Kolkata
4906,Male,2023,"Blockchain, Web Dev (Full Stack), ML/AI",0,6,3,Oracle,Established,EdTech,488399,Yes,MS (USA/EU),Ahmedabad
4907,Female,2022,"Data Science, Networking, C++",1,8,3,Tata Motors,Established,IT Services,1060296,No,Not Applicable,Bangalore
4908,Male,2024,"UI/UX Design, Cybersecurity, Data Science",2,3,3,Wipro,Established,Automotive,902634,No,Not Applicable,Chennai
4909,Male,2023,"Data Science, UI/UX Design",0,4,4,Paytm,Startup,Consulting,969778,No,Not Applicable,Jaipur
4910,Male,2024,Embedded Systems,2,9,3,Oracle,Established,Consulting,2466834,No,Not Applicable,Ahmedabad
4911,Female,2025,"Blockchain, Web Dev (Full Stack), Data Science",0,9,3,HCLTech,Established,Healthcare,972744,No,Not Applicable,Chennai
4912,Female,2025,"Data Science, Digital Marketing, Cybersecurity",1,6,2,Paytm,Startup,Consulting,761973,No,Not Applicable,Chennai
4913,Female,2022,"Cloud (AWS/Azure/GCP), Java, Cybersecurity, Embedded Systems",2,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata
4914,Male,2024,"Web Dev (Full Stack), Digital Marketing",0,6,4,Flipkart,Established,Healthcare,1207480,No,Not Applicable,Mumbai
4915,Male,2023,"Embedded Systems, Python",2,8,0,Dr. Reddy's Labs,Established,Automotive,1120831,Yes,PhD,Jaipur
4916,Male,2023,"Python, Networking, Cybersecurity, Java, UI/UX Design",0,8,1,Capgemini,Established,Automotive,300000,No,Not Applicable,Pune
4917,Male,2024,"ML/AI, UI/UX Design, Networking",3,10,4,Wipro,Established,Consulting,949723,No,Not Applicable,Hyderabad
4918,Male,2024,"Blockchain, Digital Marketing",0,6,3,Cognizant,Established,Logistics,1154779,No,Not Applicable,Delhi
4919,Male,2022,"Blockchain, Python",2,8,1,Oracle,Established,Consulting,503802,No,Not Applicable,Delhi
4920,Male,2023,"Python, Blockchain, Digital Marketing",1,3,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Kolkata
4921,Female,2024,"ML/AI, Embedded Systems, Networking",2,8,2,Capgemini,Established,Consulting,1886210,No,Not Applicable,Kolkata
4922,Male,2022,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design, Blockchain",1,3,2,Dream11,Startup,EdTech,966874,No,Not Applicable,Delhi
4923,Female,2022,"Blockchain, DevOps, Python, Web Dev (Full Stack)",0,7,3,Cognizant,Established,FinTech,1542027,No,Not Applicable,Hyderabad
4924,Male,2025,"Networking, DevOps, Java",1,8,3,Infosys,Established,E-commerce,939080,Yes,MS (USA/EU),Pune
4925,Female,2022,"Web Dev (Full Stack), Networking",0,7,4,Adobe,Established,Automotive,300000,No,Not Applicable,Chennai
4926,Female,2023,"ML/AI, Python",1,5,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Pune
4927,Female,2024,Networking,0,6,4,Microsoft,Established,Consulting,651195,No,Not Applicable,Delhi
4928,Male,2024,"UI/UX Design, Java, Python",1,6,1,Infosys,Established,FinTech,1614567,No,Not Applicable,Jaipur
4929,Male,2024,"ML/AI, Cloud (AWS/Azure/GCP)",1,6,4,Jio Platforms,Established,Manufacturing,2812198,No,Not Applicable,Jaipur
4930,Male,2025,"Web Dev (Full Stack), ML/AI",1,4,3,Tata Motors,Established,IT Services,1993849,No,Not Applicable,Chennai
4931,Male,2024,"Web Dev (Full Stack), Java, Blockchain",2,8,2,Flipkart,Established,Automotive,1468460,No,Not Applicable,Delhi
4932,Female,2022,"Digital Marketing, DevOps, Cybersecurity",2,8,2,Wipro,Established,Logistics,2096032,No,Not Applicable,Delhi
4933,Female,2024,UI/UX Design,2,6,3,TCS,Established,Manufacturing,447527,No,Not Applicable,Kolkata
4934,Female,2024,"Python, Networking, Data Science, Cloud (AWS/Azure/GCP), DevOps",0,5,4,L&T Technology Services,Established,EdTech,1759197,No,Not Applicable,Bangalore
4935,Male,2022,"C++, Web Dev (Full Stack), Python",2,7,3,Infosys,Established,Logistics,1627476,No,Not Applicable,Chennai
4936,Female,2022,"ML/AI, DevOps, Networking",0,5,3,Zomato,Startup,Logistics,775600,No,Not Applicable,Bangalore
4937,Female,2024,"Cybersecurity, Networking, C++, Java",1,9,4,Cisco,Established,Healthcare,1746248,No,Not Applicable,Hyderabad
4938,Male,2022,"Networking, Web Dev (Full Stack), Data Science, DevOps, Digital Marketing",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Pune
4939,Male,2025,"Cybersecurity, Python, UI/UX Design",1,9,2,HCLTech,Established,E-commerce,1245916,No,Not Applicable,Pune
4940,Female,2024,"ML/AI, Web Dev (Full Stack), Cybersecurity",2,7,4,Zomato,Startup,EdTech,650960,No,Not Applicable,Pune
4941,Male,2022,"Cybersecurity, Web Dev (Full Stack)",1,6,3,Dr. Reddy's Labs,Established,Manufacturing,740081,No,Not Applicable,Jaipur
4942,Female,2022,"Java, C++, Embedded Systems",1,8,1,Microsoft,Established,Healthcare,1322083,No,Not Applicable,Ahmedabad
4943,Female,2023,"ML/AI, Java",0,10,2,Google,Established,IT Services,1324540,No,Not Applicable,Kolkata
4944,Male,2022,"Cloud (AWS/Azure/GCP), Blockchain, ML/AI",0,8,4,Byju's,Startup,Healthcare,732652,No,Not Applicable,Chennai
4945,Female,2023,"UI/UX Design, Networking, Java",1,10,3,Meta,Established,Healthcare,2300767,No,Not Applicable,Hyderabad
4946,Male,2025,"Python, ML/AI, Cybersecurity",2,3,2,Zomato,Startup,Logistics,1215172,No,Not Applicable,Delhi
4947,Female,2023,"ML/AI, C++, Cloud (AWS/Azure/GCP)",3,5,1,TCS,Established,E-commerce,1669284,No,Not Applicable,Bangalore
4948,Male,2023,"Blockchain, Networking",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Ahmedabad
4949,Female,2022,"Blockchain, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",1,5,2,Tata Motors,Established,E-commerce,2276874,No,Not Applicable,Hyderabad
4950,Female,2022,"Cloud (AWS/Azure/GCP), Networking, Python",0,7,3,Cisco,Established,Automotive,2852378,No,Not Applicable,Ahmedabad
4951,Male,2025,"Cybersecurity, Data Science, DevOps, ML/AI, Networking",2,7,3,Google,Established,IT Services,2332920,No,Not Applicable,Kolkata
4952,Female,2024,DevOps,1,7,4,HCLTech,Established,Logistics,1486001,No,Not Applicable,Chennai
4953,Female,2024,"Cloud (AWS/Azure/GCP), Digital Marketing",0,6,2,Tech Mahindra,Established,Consulting,771989,No,Not Applicable,Delhi
4954,Male,2025,"C++, Embedded Systems, Networking",1,2,3,Paytm,Startup,Logistics,728623,No,Not Applicable,Chennai
4955,Male,2023,"Python, ML/AI, Cloud (AWS/Azure/GCP)",2,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata
4956,Male,2023,"Embedded Systems, Networking, Blockchain",0,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
4957,Female,2022,"Blockchain, C++, Networking, ML/AI, Java",2,6,3,Tata Motors,Established,Manufacturing,1916316,Yes,Data Science,Pune
4958,Male,2024,"Blockchain, C++, ML/AI, Web Dev (Full Stack), Cybersecurity",1,7,4,Adobe,Established,Automotive,716617,No,Not Applicable,Chennai
4959,Male,2024,"Web Dev (Full Stack), C++, Java",1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Jaipur
4960,Male,2023,"Networking, UI/UX Design",1,3,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Mumbai
4961,Male,2024,"Networking, Java, C++, Data Science, Embedded Systems",1,7,1,Amazon,Established,Consulting,1796216,No,Not Applicable,Jaipur
4962,Female,2022,"Networking, C++, Python",0,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur
4963,Female,2023,"Python, Digital Marketing",0,6,3,Amazon,Established,E-commerce,833846,No,Not Applicable,Delhi
4964,Female,2025,"Python, Blockchain",0,10,2,Jio Platforms,Established,FinTech,2622978,No,Not Applicable,Chennai
4965,Male,2023,"Data Science, Web Dev (Full Stack), ML/AI",2,6,4,Jio Platforms,Established,Logistics,300000,No,Not Applicable,Jaipur
4966,Female,2024,"Embedded Systems, Python, Digital Marketing",0,8,3,Byju's,Startup,E-commerce,647483,No,Not Applicable,Pune
4967,Female,2025,"Networking, DevOps",2,5,3,Tata Motors,Established,Logistics,1974555,No,Not Applicable,Kolkata
4968,Female,2022,"Cybersecurity, Data Science, Embedded Systems, Blockchain, UI/UX Design",0,8,3,Jio Platforms,Established,IT Services,1155739,No,Not Applicable,Kolkata
