Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness,Job_Score,Higher_Studies_Score,Skill_Improvement_Score,Wait_Improve_Score,Recommended_Options
6018,Female,2023,"Cloud (AWS/Azure/GCP), Data Science, Cybersecurity",0,4,4,Cisco,Established,Manufacturing,1703805,No,Not Applicable,Pune,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6019,Female,2025,"DevOps, Web Dev (Full Stack), Blockchain, Networking",0,4,0,Tech Mahindra,Established,Consulting,2972501,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6020,Male,2023,"ML/AI, Data Science, Web Dev (Full Stack)",0,1,4,Dr. Reddy's Labs,Established,Manufacturing,1528211,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6021,Female,2024,Embedded Systems,0,10,3,Jio Platforms,Established,Healthcare,1100370,Yes,Data Science,Mumbai,High,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
6022,Male,2025,"Data Science, Networking, Digital Marketing",1,4,4,Ola,Startup,Automotive,308528,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6023,Male,2025,"Python, Cloud (AWS/Azure/GCP), Digital Marketing, Networking",1,7,3,Cisco,Established,FinTech,2314670,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6024,Male,2024,"Cloud (AWS/Azure/GCP), Blockchain, Cybersecurity, UI/UX Design, Data Science",1,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6025,Male,2024,"Python, Blockchain, Embedded Systems",3,2,3,L&T Technology Services,Established,Automotive,2356346,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6026,Female,2022,"Embedded Systems, Blockchain",2,8,4,Adobe,Established,Manufacturing,2115404,No,Not Applicable,Delhi,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6027,Female,2024,Java,2,6,3,L&T Technology Services,Established,IT Services,300000,No,Not Applicable,Bangalore,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
6028,Male,2025,"DevOps, UI/UX Design, Embedded Systems, Digital Marketing",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Jaipur,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6029,Female,2022,"Blockchain, Embedded Systems, Cloud (AWS/Azure/GCP), C++, Cybersecurity",0,2,2,Paytm,Startup,Manufacturing,787358,No,Not Applicable,Ahmedabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6030,Male,2024,"Data Science, Blockchain, Cybersecurity",3,8,2,Flipkart,Established,Healthcare,1636778,No,Not Applicable,Mumbai,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6031,Male,2022,"Java, Digital Marketing, C++",0,5,3,Google,Established,IT Services,1165911,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6032,Female,2023,"Java, Web Dev (Full Stack), Python",0,4,2,Flipkart,Established,Logistics,1125959,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6033,Female,2025,"C++, Embedded Systems, ML/AI, Python, Data Science",2,9,4,HCLTech,Established,Healthcare,1225418,No,Not Applicable,Delhi,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6034,Male,2022,"ML/AI, Web Dev (Full Stack), Embedded Systems",0,2,3,Meta,Established,EdTech,2076461,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6035,Male,2025,"Python, Blockchain, Web Dev (Full Stack), Java, Networking",0,3,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,Medium,Low,5,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6036,Male,2025,"Networking, Cloud (AWS/Azure/GCP), Digital Marketing, C++",0,4,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Delhi,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6037,Female,2022,"Cloud (AWS/Azure/GCP), Data Science, Web Dev (Full Stack)",1,6,4,Byju's,Startup,Manufacturing,1124471,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6038,Male,2024,"UI/UX Design, ML/AI, Networking, Digital Marketing",0,3,3,Jio Platforms,Established,EdTech,2015915,No,Not Applicable,Kolkata,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6039,Female,2025,"Java, Digital Marketing, DevOps, C++",3,6,3,Tech Mahindra,Established,Logistics,494751,No,Not Applicable,Mumbai,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6040,Male,2025,"Embedded Systems, Digital Marketing, Data Science",0,4,1,Cisco,Established,Manufacturing,1022082,No,Not Applicable,Delhi,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6041,Female,2024,Embedded Systems,0,10,2,Cognizant,Established,Manufacturing,2214237,Yes,MS (USA/EU),Ahmedabad,High,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
6042,Male,2024,"Java, Cybersecurity",1,3,1,Infosys,Established,Manufacturing,1688833,No,Not Applicable,Hyderabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6043,Female,2024,"DevOps, Java",3,6,3,Amazon,Established,EdTech,2507466,Yes,PhD,Ahmedabad,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
6044,Male,2023,"Java, ML/AI, Data Science",1,7,3,Dr. Reddy's Labs,Established,FinTech,1970954,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6045,Female,2023,"Cloud (AWS/Azure/GCP), Digital Marketing, Cybersecurity, Data Science, Embedded Systems",1,6,1,Meta,Established,FinTech,1065705,Yes,Data Science,Kolkata,Medium,Low,5,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6046,Female,2024,"Java, Embedded Systems, C++, Cloud (AWS/Azure/GCP), ML/AI",1,6,1,Tech Mahindra,Established,E-commerce,300000,No,Not Applicable,Hyderabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6047,Male,2022,"Cybersecurity, Web Dev (Full Stack), Embedded Systems",2,4,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6048,Male,2024,"Cybersecurity, Cloud (AWS/Azure/GCP), ML/AI",2,6,3,Google,Established,Consulting,544020,No,Not Applicable,Kolkata,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6049,Female,2023,"Web Dev (Full Stack), Cybersecurity, DevOps, Blockchain",0,8,3,Google,Established,Manufacturing,1044895,No,Not Applicable,Hyderabad,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6050,Male,2023,C++,0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Chennai,High,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
6051,Female,2024,"C++, ML/AI, Python, Networking, Blockchain",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Delhi,Medium,Low,5,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6052,Male,2023,"C++, Python",0,4,3,Wipro,Established,Consulting,1199264,No,Not Applicable,Hyderabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6053,Male,2025,"Cloud (AWS/Azure/GCP), Cybersecurity, ML/AI, Python, Networking",1,4,3,Meta,Established,Logistics,2247437,No,Not Applicable,Bangalore,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6054,Female,2022,Java,1,8,3,Byju's,Startup,FinTech,1019534,Yes,PhD,Kolkata,High,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
6055,Female,2022,"Digital Marketing, UI/UX Design",0,4,1,Meta,Established,Automotive,2147193,No,Not Applicable,Chennai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6056,Female,2023,"Python, Data Science, Networking, UI/UX Design, Web Dev (Full Stack)",2,7,4,Meta,Established,IT Services,1611949,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6057,Male,2022,"C++, Python, UI/UX Design, ML/AI, Web Dev (Full Stack)",1,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6058,Female,2023,"Cybersecurity, DevOps, Networking, Embedded Systems",2,5,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Delhi,Medium,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
6059,Female,2025,"Web Dev (Full Stack), Python, Java, Cybersecurity",0,7,2,Ola,Startup,Healthcare,719971,No,Not Applicable,Kolkata,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6060,Female,2025,"Cloud (AWS/Azure/GCP), Networking, Web Dev (Full Stack), Cybersecurity, ML/AI",2,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6061,Female,2022,UI/UX Design,0,1,4,Oracle,Established,Manufacturing,1595545,No,Not Applicable,Pune,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6062,Male,2022,"Networking, Cybersecurity",1,6,4,Dr. Reddy's Labs,Established,EdTech,2228140,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6063,Male,2025,"Python, Cloud (AWS/Azure/GCP), DevOps, Networking, Cybersecurity",2,7,3,HCLTech,Established,Automotive,473825,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6064,Female,2022,"ML/AI, C++, UI/UX Design, Web Dev (Full Stack), Digital Marketing",2,7,4,Tata Motors,Established,FinTech,1825546,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6065,Female,2024,"Python, UI/UX Design",1,8,4,Jio Platforms,Established,Manufacturing,810173,No,Not Applicable,Kolkata,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6066,Male,2024,"Embedded Systems, UI/UX Design, Python, ML/AI, C++",1,5,3,Infosys,Established,Logistics,400006,Yes,MBA,Bangalore,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6067,Female,2024,"Cloud (AWS/Azure/GCP), Java, Python",1,5,2,Cisco,Established,EdTech,823618,No,Not Applicable,Delhi,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6068,Male,2025,"Embedded Systems, Cybersecurity, Cloud (AWS/Azure/GCP), UI/UX Design, Digital Marketing",2,10,4,Cisco,Established,Logistics,1226818,No,Not Applicable,Bangalore,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6069,Female,2023,Embedded Systems,0,7,2,Swiggy,Startup,Manufacturing,983886,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6070,Male,2024,"Data Science, ML/AI, Python, Embedded Systems",0,4,3,Ola,Startup,EdTech,721068,No,Not Applicable,Chennai,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6071,Male,2025,"UI/UX Design, Cloud (AWS/Azure/GCP), DevOps, Networking",1,7,4,Swiggy,Startup,FinTech,675008,No,Not Applicable,Ahmedabad,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6072,Male,2024,"Data Science, UI/UX Design",2,1,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Jaipur,Medium,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
6073,Male,2025,"Cloud (AWS/Azure/GCP), C++, UI/UX Design",2,10,1,Flipkart,Established,IT Services,1579026,Yes,M.Tech,Chennai,Medium,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
6074,Female,2023,"Digital Marketing, UI/UX Design",0,6,2,Tech Mahindra,Established,E-commerce,2446046,No,Not Applicable,Kolkata,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6075,Female,2024,"DevOps, Java",1,3,3,Microsoft,Established,FinTech,1129702,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6076,Female,2024,"Data Science, Blockchain, Digital Marketing, Networking",2,10,3,Tech Mahindra,Established,Logistics,1040455,No,Not Applicable,Delhi,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6077,Male,2022,"Web Dev (Full Stack), Networking, Embedded Systems",0,3,3,Wipro,Established,FinTech,1427864,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6078,Male,2022,"UI/UX Design, Networking, ML/AI, Blockchain, Python",0,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6079,Female,2024,"Digital Marketing, DevOps, C++",1,4,2,Byju's,Startup,E-commerce,1179264,No,Not Applicable,Bangalore,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6080,Female,2024,"DevOps, Cybersecurity, Python",0,7,3,Google,Established,E-commerce,768800,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6081,Male,2022,"Digital Marketing, ML/AI, Java, Blockchain",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Ahmedabad,High,Low,4,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6082,Male,2024,"Cybersecurity, DevOps, Java",3,4,4,Flipkart,Established,IT Services,1280775,No,Not Applicable,Ahmedabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6083,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP), Cybersecurity, Embedded Systems",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai,Medium,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
6084,Male,2024,"Blockchain, Embedded Systems, ML/AI, C++",2,8,4,Dr. Reddy's Labs,Established,FinTech,2334797,No,Not Applicable,Kolkata,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6085,Female,2023,"Cybersecurity, Web Dev (Full Stack), Python, Java, ML/AI",0,10,2,Tata Motors,Established,Automotive,1585555,Yes,Data Science,Pune,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6086,Female,2024,"Java, Blockchain, ML/AI",0,8,4,Tech Mahindra,Established,EdTech,2180446,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6087,Male,2024,"Digital Marketing, Web Dev (Full Stack), UI/UX Design",0,4,3,Dr. Reddy's Labs,Established,Consulting,1046534,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6088,Male,2024,"C++, ML/AI, Web Dev (Full Stack), UI/UX Design, Blockchain",0,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6089,Male,2023,"UI/UX Design, Blockchain",2,8,4,Dream11,Startup,EdTech,660862,No,Not Applicable,Jaipur,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6090,Female,2024,"ML/AI, Networking",3,6,2,Cisco,Established,E-commerce,1938623,No,Not Applicable,Bangalore,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6091,Female,2024,"Python, Cybersecurity, DevOps, Data Science",3,6,4,Google,Established,EdTech,1550776,No,Not Applicable,Bangalore,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6092,Male,2025,"Python, Web Dev (Full Stack), Embedded Systems",2,8,0,Zomato,Startup,Consulting,666752,No,Not Applicable,Ahmedabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6093,Female,2024,DevOps,1,5,2,Amazon,Established,FinTech,1032329,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6094,Female,2024,"Blockchain, ML/AI, UI/UX Design, Digital Marketing, C++",1,8,0,Google,Established,E-commerce,1143365,Yes,M.Tech,Bangalore,Medium,Low,5,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6095,Male,2022,"Data Science, ML/AI, Blockchain",0,10,3,Ola,Startup,Healthcare,736692,Yes,Data Science,Chennai,High,Low,3,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6096,Female,2025,"Cybersecurity, DevOps, Python",0,7,1,Paytm,Startup,Consulting,735402,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6097,Male,2022,"Web Dev (Full Stack), Digital Marketing, ML/AI, Embedded Systems, Networking",1,6,1,Meta,Established,E-commerce,1737161,No,Not Applicable,Kolkata,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6098,Male,2024,"Digital Marketing, C++, Python",3,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6099,Female,2024,"Cybersecurity, Python, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), Data Science",0,9,2,Tata Motors,Established,Manufacturing,757114,Yes,MS (USA/EU),Ahmedabad,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6100,Male,2025,"Embedded Systems, ML/AI, Cybersecurity",2,3,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Bangalore,Medium,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
6101,Female,2023,"Embedded Systems, Cloud (AWS/Azure/GCP), DevOps, Networking, Web Dev (Full Stack)",1,4,1,Cisco,Established,Logistics,2162230,No,Not Applicable,Ahmedabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6102,Female,2024,"Web Dev (Full Stack), Java, Networking, Python, C++",1,8,4,Tech Mahindra,Established,Logistics,482954,No,Not Applicable,Chennai,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6103,Female,2023,"Embedded Systems, Java, ML/AI",0,8,4,Adobe,Established,Automotive,2411703,No,Not Applicable,Ahmedabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6104,Male,2023,"Digital Marketing, Web Dev (Full Stack)",2,5,4,Microsoft,Established,E-commerce,2309534,No,Not Applicable,Delhi,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6105,Male,2025,"Cybersecurity, ML/AI",0,10,4,TCS,Established,Logistics,2287304,No,Not Applicable,Hyderabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6106,Male,2023,"Data Science, Networking, ML/AI",0,1,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Pune,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6107,Female,2022,"Networking, UI/UX Design, ML/AI",0,4,3,Google,Established,Healthcare,1464034,Yes,Cybersecurity,Hyderabad,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6108,Male,2024,"C++, Digital Marketing, Networking, Python",2,8,2,Amazon,Established,IT Services,849533,No,Not Applicable,Pune,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6109,Female,2024,"Web Dev (Full Stack), Cybersecurity",2,1,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad,Low,Medium,2,Medium,1,2,4,0,"['Skill Improvement', 'Higher Studies']"
6110,Female,2022,"Cloud (AWS/Azure/GCP), Data Science, ML/AI",1,1,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Kolkata,Low,Low,3,Medium,1,3,3,0,"['Higher Studies', 'Skill Improvement']"
6111,Male,2025,"DevOps, Python, Web Dev (Full Stack)",3,6,4,Dream11,Startup,Manufacturing,521182,No,Not Applicable,Hyderabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6112,Male,2023,"Networking, Java, DevOps, C++, Web Dev (Full Stack)",3,2,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Bangalore,Medium,Medium,5,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
6113,Female,2024,"C++, Digital Marketing, UI/UX Design",1,8,2,Capgemini,Established,Healthcare,710523,Yes,Cybersecurity,Kolkata,High,Low,3,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
6114,Male,2025,"C++, Networking, Python",2,9,2,Microsoft,Established,Automotive,1265580,No,Not Applicable,Jaipur,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6115,Female,2023,"Cybersecurity, UI/UX Design, Embedded Systems, Networking",1,3,1,Amazon,Established,E-commerce,888756,No,Not Applicable,Chennai,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6116,Male,2023,"Blockchain, ML/AI, Embedded Systems",2,9,4,Dream11,Startup,Manufacturing,444750,No,Not Applicable,Pune,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6117,Female,2024,"C++, Data Science",3,4,3,Tech Mahindra,Established,EdTech,1867220,No,Not Applicable,Bangalore,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6118,Male,2025,"Web Dev (Full Stack), Cybersecurity, Python, Networking",1,7,2,Jio Platforms,Established,Logistics,489680,No,Not Applicable,Mumbai,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6119,Female,2022,"Embedded Systems, Cybersecurity, Digital Marketing",1,8,3,Paytm,Startup,Consulting,300000,No,Not Applicable,Bangalore,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6120,Female,2023,"Networking, Data Science",0,8,2,TCS,Established,FinTech,1795410,No,Not Applicable,Pune,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6121,Female,2024,Blockchain,0,5,3,Dr. Reddy's Labs,Established,E-commerce,2043422,No,Not Applicable,Kolkata,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6122,Male,2025,"UI/UX Design, C++, Java",1,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6123,Female,2024,"Cybersecurity, ML/AI",0,3,4,Cognizant,Established,E-commerce,1477669,No,Not Applicable,Jaipur,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6124,Female,2025,"UI/UX Design, Networking",2,5,0,Oracle,Established,IT Services,1634754,No,Not Applicable,Chennai,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6125,Male,2025,Python,0,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6126,Female,2024,"Java, Web Dev (Full Stack)",0,6,4,Wipro,Established,Manufacturing,1978979,No,Not Applicable,Delhi,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6127,Female,2024,"Web Dev (Full Stack), Cybersecurity, DevOps",1,4,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Delhi,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6128,Male,2022,"UI/UX Design, Cybersecurity",0,2,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
6129,Female,2023,"Cybersecurity, DevOps",2,6,4,Oracle,Established,FinTech,2869748,No,Not Applicable,Bangalore,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
6130,Male,2025,"Networking, DevOps, Java, ML/AI",0,8,4,TCS,Established,Logistics,912909,No,Not Applicable,Pune,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6131,Female,2025,"C++, Blockchain, Networking",2,5,4,Tata Motors,Established,E-commerce,343183,No,Not Applicable,Pune,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
6132,Female,2022,Java,0,3,3,Paytm,Startup,IT Services,300000,Yes,AI/ML,Ahmedabad,Medium,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
6133,Male,2022,"Java, Embedded Systems, ML/AI",0,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
6134,Male,2023,"DevOps, Cybersecurity, Java, Data Science, Networking",1,8,4,Byju's,Startup,Manufacturing,379218,No,Not Applicable,Jaipur,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6135,Female,2024,Java,1,2,4,Paytm,Startup,E-commerce,300000,No,Not Applicable,Mumbai,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
6136,Male,2024,"Digital Marketing, Embedded Systems, DevOps, ML/AI",0,4,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Hyderabad,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
6137,Female,2025,"C++, Blockchain, Digital Marketing",1,9,4,Capgemini,Established,Automotive,1494967,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
6138,Male,2022,"Data Science, Cloud (AWS/Azure/GCP)",0,8,3,Jio Platforms,Established,Manufacturing,1656716,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
6139,Male,2025,"Networking, Digital Marketing",0,6,4,Tech Mahindra,Established,IT Services,828568,Yes,M.Tech,Ahmedabad,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
6140,Male,2024,"Python, Data Science, Java, C++",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Ahmedabad,High,Low,4,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
