Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness
5537,Female,2022,"Cybersecurity, Cloud (AWS/Azure/GCP), Digital Marketing",1,4,2,Paytm,Startup,Logistics,640309,No,Not Applicable,Jaipur,Medium,Low,3,Medium
5538,Male,2024,"Java, Web Dev (Full Stack)",2,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai,Medium,Medium,2,Medium
5539,Female,2024,"Java, Digital Marketing, Cybersecurity, Networking",1,9,2,L&T Technology Services,Established,Healthcare,1387658,No,Not Applicable,Delhi,High,Low,4,High
5540,Male,2024,"C++, DevOps, Java, Cybersecurity",0,6,0,Tata Motors,Established,Manufacturing,1954139,No,Not Applicable,Mumbai,Medium,Low,4,Medium
5541,Male,2024,"Blockchain, Data Science, Web Dev (Full Stack), DevOps, Embedded Systems",0,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune,Medium,Low,5,Medium
5542,Female,2025,"Cloud (AWS/Azure/GCP), Data Science, DevOps, Java, Digital Marketing",1,5,3,Tech Mahindra,Established,Logistics,2302121,No,Not Applicable,Bangalore,High,Low,5,High
5543,Female,2025,"ML/AI, Web Dev (Full Stack), UI/UX Design, Embedded Systems",0,7,4,Cognizant,Established,IT Services,1099537,No,Not Applicable,Delhi,High,Low,4,High
5544,Female,2025,Cloud (AWS/Azure/GCP),1,4,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai,Medium,Low,1,Low
5545,Male,2023,"Blockchain, Embedded Systems, Java, Digital Marketing",0,7,4,Capgemini,Established,Manufacturing,1545754,No,Not Applicable,Jaipur,High,Low,4,High
5546,Male,2023,"Data Science, Blockchain, ML/AI",2,5,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Bangalore,Medium,Medium,3,Medium
5547,Male,2025,"Web Dev (Full Stack), Cybersecurity, UI/UX Design",0,5,3,Cognizant,Established,Manufacturing,1649699,No,Not Applicable,Delhi,High,Low,3,High
5548,Female,2023,"Cybersecurity, Data Science, Web Dev (Full Stack), Blockchain",0,6,3,Flipkart,Established,Manufacturing,1955399,No,Not Applicable,Delhi,High,Low,4,High
5549,Male,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), ML/AI, Java",1,10,3,Tech Mahindra,Established,IT Services,1634626,No,Not Applicable,Mumbai,High,Low,4,High
5550,Female,2024,"Python, C++, UI/UX Design",2,10,4,Google,Established,Consulting,1418648,No,Not Applicable,Kolkata,High,Medium,3,Medium
5551,Female,2024,Java,1,7,2,TCS,Established,IT Services,897154,Yes,Data Science,Mumbai,High,Low,1,Low
5552,Female,2022,C++,2,3,2,Capgemini,Established,IT Services,1520848,No,Not Applicable,Delhi,Medium,Medium,1,Low
5553,Female,2023,"Embedded Systems, C++, Web Dev (Full Stack), ML/AI",3,10,4,Cisco,Established,Manufacturing,1718634,No,Not Applicable,Chennai,High,Medium,4,Medium
5554,Male,2024,"C++, Networking, Web Dev (Full Stack), Python, Blockchain",0,5,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Pune,Medium,Low,5,Medium
5555,Female,2024,"Embedded Systems, Cybersecurity, Cloud (AWS/Azure/GCP), Data Science",0,10,1,Infosys,Established,Automotive,1958823,No,Not Applicable,Bangalore,Medium,Low,4,Medium
5556,Female,2022,"Java, Cloud (AWS/Azure/GCP), ML/AI, DevOps",0,9,1,HCLTech,Established,Manufacturing,887526,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
5557,Male,2022,Blockchain,3,8,3,Infosys,Established,Logistics,2269918,No,Not Applicable,Jaipur,High,Medium,1,Low
5558,Female,2022,"DevOps, Cybersecurity",2,3,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore,Medium,Medium,2,Medium
5559,Female,2024,"Python, Blockchain, Cloud (AWS/Azure/GCP), Digital Marketing",1,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Low,4,Medium
5560,Male,2022,"Data Science, ML/AI, UI/UX Design",3,7,4,Capgemini,Established,IT Services,871287,No,Not Applicable,Pune,High,Medium,3,Medium
5561,Female,2024,"Web Dev (Full Stack), Python, Embedded Systems, UI/UX Design",2,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Medium,4,Medium
5562,Female,2023,"C++, UI/UX Design, Java",1,5,2,TCS,Established,Consulting,979923,No,Not Applicable,Kolkata,High,Low,3,High
5563,Female,2022,"Blockchain, C++, Python, ML/AI",0,6,4,Adobe,Established,FinTech,1530255,No,Not Applicable,Ahmedabad,High,Low,4,High
5564,Male,2024,"Cybersecurity, Java, Networking",2,4,3,Microsoft,Established,Manufacturing,300000,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium
5565,Female,2025,Networking,1,2,3,Byju's,Startup,Manufacturing,674052,Yes,PhD,Delhi,Medium,Low,1,Low
5566,Male,2023,"DevOps, Networking, ML/AI, UI/UX Design",1,3,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad,Medium,Low,4,Medium
5567,Male,2024,"ML/AI, C++",0,3,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Mumbai,Medium,Low,2,Medium
5568,Male,2022,"Blockchain, Web Dev (Full Stack), Python",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai,High,Low,3,High
5569,Male,2025,Data Science,1,3,1,Tata Motors,Established,Automotive,1775637,No,Not Applicable,Chennai,Medium,Low,1,Low
5570,Female,2023,"Embedded Systems, Java, Data Science, Cloud (AWS/Azure/GCP)",1,6,4,Dr. Reddy's Labs,Established,IT Services,1752337,No,Not Applicable,Delhi,High,Low,4,High
5571,Female,2023,"DevOps, Java, Cloud (AWS/Azure/GCP)",2,7,4,Amazon,Established,E-commerce,814006,No,Not Applicable,Bangalore,High,Medium,3,Medium
5572,Male,2025,"C++, Web Dev (Full Stack), Embedded Systems",2,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,High,Medium,3,Medium
5573,Female,2024,"Blockchain, Networking, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",1,5,4,L&T Technology Services,Established,FinTech,2025098,No,Not Applicable,Mumbai,High,Low,4,High
5574,Female,2025,"Cloud (AWS/Azure/GCP), Java, Web Dev (Full Stack)",0,9,1,Dream11,Startup,Logistics,920451,No,Not Applicable,Pune,Medium,Low,3,Medium
5575,Female,2023,"UI/UX Design, ML/AI, Blockchain",1,8,4,Cisco,Established,E-commerce,1972108,Yes,Data Science,Delhi,High,Low,3,High
5576,Female,2024,Networking,0,8,2,Byju's,Startup,Healthcare,300000,No,Not Applicable,Jaipur,High,Low,1,Low
5577,Male,2023,"C++, Python, Web Dev (Full Stack), Networking, Data Science",2,9,3,Zomato,Startup,EdTech,447100,No,Not Applicable,Pune,High,Medium,5,Medium
5578,Male,2025,"Data Science, Embedded Systems",1,5,3,HCLTech,Established,Automotive,1150524,No,Not Applicable,Hyderabad,High,Low,2,Medium
5579,Male,2025,"Python, DevOps, Embedded Systems",0,5,3,Cisco,Established,IT Services,1563440,No,Not Applicable,Kolkata,High,Low,3,High
5580,Male,2025,Digital Marketing,2,5,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Jaipur,Medium,Medium,1,Low
5581,Female,2022,"Cybersecurity, Data Science, Web Dev (Full Stack), Python",3,5,3,Swiggy,Startup,Consulting,801061,Yes,M.Tech,Chennai,High,Medium,4,Medium
5582,Male,2024,"Java, ML/AI, Networking",0,1,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,Medium,Low,3,Medium
5583,Female,2024,"C++, Cybersecurity",1,7,2,Cisco,Established,Manufacturing,2099022,No,Not Applicable,Delhi,High,Low,2,Medium
5584,Male,2025,"Data Science, Cloud (AWS/Azure/GCP), Java",0,8,2,Capgemini,Established,FinTech,840680,No,Not Applicable,Mumbai,High,Low,3,High
5585,Female,2024,"C++, Java, Blockchain, Data Science, Cybersecurity",1,7,3,Tata Motors,Established,Healthcare,770172,No,Not Applicable,Delhi,High,Low,5,High
5586,Female,2025,"Java, C++, Cloud (AWS/Azure/GCP), UI/UX Design, ML/AI",1,4,2,Paytm,Startup,Healthcare,360471,No,Not Applicable,Mumbai,Medium,Low,5,Medium
5587,Male,2024,"Cloud (AWS/Azure/GCP), DevOps",0,8,1,Amazon,Established,EdTech,1320673,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
5588,Female,2025,"Blockchain, Networking, Python",0,6,3,Google,Established,Manufacturing,1236724,No,Not Applicable,Delhi,High,Low,3,High
5589,Male,2025,"UI/UX Design, Digital Marketing, Web Dev (Full Stack)",0,5,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Hyderabad,Medium,Low,3,Medium
5590,Male,2025,Data Science,1,5,4,Meta,Established,Healthcare,1216825,No,Not Applicable,Kolkata,High,Low,1,Low
5591,Female,2025,"Digital Marketing, UI/UX Design",1,8,1,Amazon,Established,IT Services,645004,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
5592,Female,2025,"Blockchain, Data Science",3,6,3,Dr. Reddy's Labs,Established,FinTech,1117264,No,Not Applicable,Chennai,High,Medium,2,Medium
5593,Female,2024,Data Science,2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Chennai,Medium,Medium,1,Low
5594,Female,2025,"Cybersecurity, Networking",0,6,4,Infosys,Established,Consulting,748737,No,Not Applicable,Mumbai,High,Low,2,Medium
5595,Female,2025,"Cybersecurity, Python, Blockchain, Cloud (AWS/Azure/GCP), DevOps",0,5,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Delhi,Medium,Low,5,Medium
5596,Female,2025,"C++, Blockchain, Data Science",2,4,3,Paytm,Startup,FinTech,625270,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium
5597,Female,2025,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",1,10,4,Zomato,Startup,FinTech,300000,No,Not Applicable,Chennai,High,Low,2,Medium
5598,Male,2023,"Cloud (AWS/Azure/GCP), Blockchain, Web Dev (Full Stack), C++, Java",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Medium,5,Medium
5599,Male,2022,"DevOps, Embedded Systems, ML/AI, Python, Digital Marketing",3,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Medium,5,Medium
5600,Female,2025,"C++, Cloud (AWS/Azure/GCP), Networking, DevOps, ML/AI",3,5,1,Cognizant,Established,FinTech,2392594,No,Not Applicable,Hyderabad,Medium,Medium,5,Medium
5601,Male,2024,"Cloud (AWS/Azure/GCP), Cybersecurity",2,9,1,Meta,Established,E-commerce,300000,No,Not Applicable,Mumbai,Medium,Medium,2,Medium
5602,Female,2024,"Web Dev (Full Stack), Embedded Systems, ML/AI, Digital Marketing, Blockchain",2,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Medium,5,Medium
5603,Male,2023,"Cloud (AWS/Azure/GCP), DevOps, UI/UX Design",3,3,4,HCLTech,Established,FinTech,1489312,No,Not Applicable,Bangalore,Medium,Medium,3,Medium
5604,Male,2022,"Python, Blockchain, UI/UX Design",0,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Low,3,Medium
5605,Male,2022,"C++, Web Dev (Full Stack)",0,6,1,L&T Technology Services,Established,Consulting,1756572,No,Not Applicable,Bangalore,Medium,Low,2,Medium
5606,Male,2025,Web Dev (Full Stack),0,8,1,Wipro,Established,Healthcare,1476961,No,Not Applicable,Mumbai,Medium,Low,1,Low
5607,Female,2022,"Digital Marketing, Python, Blockchain",0,10,2,Capgemini,Established,Logistics,1392190,No,Not Applicable,Bangalore,High,Low,3,High
5608,Male,2022,"Networking, Blockchain, UI/UX Design",1,6,3,Tata Motors,Established,IT Services,545565,No,Not Applicable,Kolkata,High,Low,3,High
5609,Female,2024,"Java, UI/UX Design, Web Dev (Full Stack)",1,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Low,3,Medium
5610,Male,2025,"Data Science, Cybersecurity, Blockchain, Java",0,3,2,Tech Mahindra,Established,EdTech,1938672,No,Not Applicable,Mumbai,Medium,Low,4,Medium
5611,Male,2025,"ML/AI, Web Dev (Full Stack), Python, C++",0,5,1,Microsoft,Established,EdTech,1366794,No,Not Applicable,Chennai,Medium,Low,4,Medium
5612,Female,2023,"Networking, ML/AI, Cloud (AWS/Azure/GCP), Java",2,8,4,Capgemini,Established,Consulting,1075869,No,Not Applicable,Ahmedabad,High,Medium,4,Medium
5613,Male,2025,"Web Dev (Full Stack), ML/AI",1,9,3,Wipro,Established,E-commerce,984919,No,Not Applicable,Mumbai,High,Low,2,Medium
5614,Female,2024,"Cybersecurity, Java",0,5,2,Tata Motors,Established,Consulting,718219,No,Not Applicable,Bangalore,High,Low,2,Medium
5615,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, Java",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Chennai,Medium,Low,3,Medium
5616,Male,2025,"ML/AI, Data Science",0,5,3,Cisco,Established,Manufacturing,1589763,No,Not Applicable,Jaipur,High,Low,2,Medium
5617,Female,2022,"DevOps, ML/AI, Cloud (AWS/Azure/GCP)",1,6,2,Swiggy,Startup,Healthcare,750525,No,Not Applicable,Chennai,High,Low,3,High
5618,Male,2025,"DevOps, Java, UI/UX Design",1,4,1,Zomato,Startup,FinTech,621522,No,Not Applicable,Bangalore,Medium,Low,3,Medium
5619,Female,2023,"DevOps, Networking, Cybersecurity",2,4,1,Infosys,Established,Logistics,781904,No,Not Applicable,Mumbai,Medium,Medium,3,Medium
5620,Female,2023,Networking,1,3,1,Adobe,Established,IT Services,1215119,No,Not Applicable,Kolkata,Medium,Low,1,Low
5621,Female,2023,"DevOps, Cloud (AWS/Azure/GCP)",1,5,3,Capgemini,Established,Logistics,880190,No,Not Applicable,Ahmedabad,High,Low,2,Medium
5622,Female,2024,"Java, Digital Marketing, Cloud (AWS/Azure/GCP), Embedded Systems, Networking",1,9,4,Jio Platforms,Established,Automotive,1283023,No,Not Applicable,Kolkata,High,Low,5,High
5623,Female,2024,"C++, DevOps, ML/AI, Data Science, Java",1,9,3,Zomato,Startup,FinTech,771995,No,Not Applicable,Jaipur,High,Low,5,High
5624,Female,2022,"Cybersecurity, Blockchain",2,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur,Medium,Medium,2,Medium
5625,Male,2022,"Web Dev (Full Stack), DevOps",0,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Kolkata,Medium,Low,2,Medium
5626,Female,2024,Networking,2,3,1,Dream11,Startup,E-commerce,776813,No,Not Applicable,Mumbai,Medium,Medium,1,Low
5627,Female,2022,"Cybersecurity, C++, DevOps, Java",0,4,3,Ola,Startup,IT Services,800603,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
5628,Female,2024,"ML/AI, Data Science",1,2,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Chennai,Medium,Low,2,Medium
5629,Male,2024,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",0,7,3,Microsoft,Established,EdTech,915344,No,Not Applicable,Chennai,High,Low,2,Medium
5630,Male,2023,"C++, Blockchain, Web Dev (Full Stack), UI/UX Design, Digital Marketing",1,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Low,5,Medium
5631,Female,2025,Java,1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Ahmedabad,Medium,Low,1,Low
5632,Male,2025,"Python, Web Dev (Full Stack), UI/UX Design",3,6,4,Google,Established,Consulting,1687769,No,Not Applicable,Jaipur,High,Medium,3,Medium
5633,Male,2024,"Digital Marketing, Networking, Web Dev (Full Stack)",0,10,1,Dr. Reddy's Labs,Established,Healthcare,870506,No,Not Applicable,Delhi,Medium,Low,3,Medium
5634,Female,2023,"Cybersecurity, Embedded Systems, Networking, Java",2,4,3,Dr. Reddy's Labs,Established,IT Services,2093824,Yes,M.Tech,Hyderabad,Medium,Medium,4,Medium
5635,Male,2025,"Web Dev (Full Stack), Java, Networking",0,7,2,Oracle,Established,Healthcare,1682955,No,Not Applicable,Chennai,High,Low,3,High
5636,Female,2023,"Cloud (AWS/Azure/GCP), UI/UX Design",0,2,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Kolkata,Medium,Low,2,Medium
5637,Female,2025,"Digital Marketing, Python, C++",0,9,1,HCLTech,Established,FinTech,1182431,No,Not Applicable,Bangalore,Medium,Low,3,Medium
5638,Male,2024,"Blockchain, Java, Networking",3,9,4,Capgemini,Established,Healthcare,1479239,No,Not Applicable,Ahmedabad,High,Medium,3,Medium
5639,Male,2022,"Cybersecurity, Java",2,6,4,Swiggy,Startup,Automotive,972138,No,Not Applicable,Ahmedabad,High,Medium,2,Medium
5640,Female,2024,"Python, Blockchain",2,6,4,Oracle,Established,E-commerce,410175,Yes,Data Science,Chennai,High,Medium,2,Medium
5641,Female,2022,"UI/UX Design, Web Dev (Full Stack), ML/AI, Cloud (AWS/Azure/GCP)",2,1,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur,Medium,Medium,4,Medium
5642,Male,2023,"C++, ML/AI, Blockchain",0,9,4,Swiggy,Startup,FinTech,747837,No,Not Applicable,Chennai,High,Low,3,High
5643,Male,2023,"ML/AI, Python",0,5,4,L&T Technology Services,Established,Healthcare,1539720,No,Not Applicable,Jaipur,High,Low,2,Medium
5644,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, ML/AI",1,10,2,Cisco,Established,FinTech,944044,No,Not Applicable,Pune,High,Low,3,High
5645,Male,2025,Web Dev (Full Stack),2,7,2,Capgemini,Established,Healthcare,1705832,No,Not Applicable,Bangalore,High,Medium,1,Low
5646,Male,2022,"DevOps, ML/AI, Web Dev (Full Stack), Digital Marketing",0,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Delhi,Low,Low,4,Medium
5647,Male,2022,"Digital Marketing, Python",0,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Low,2,Medium
5648,Female,2022,"Web Dev (Full Stack), Cybersecurity, Digital Marketing, Cloud (AWS/Azure/GCP)",0,5,3,Amazon,Established,FinTech,2058432,No,Not Applicable,Delhi,High,Low,4,High
5649,Female,2024,"Networking, DevOps, UI/UX Design, C++, Python",2,8,2,TCS,Established,Logistics,820515,No,Not Applicable,Kolkata,High,Medium,5,Medium
5650,Female,2024,"Cloud (AWS/Azure/GCP), Digital Marketing, Data Science, ML/AI",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Kolkata,High,Low,4,High
5651,Male,2025,"Cloud (AWS/Azure/GCP), Blockchain, Embedded Systems, ML/AI, Data Science",1,5,3,Tech Mahindra,Established,Consulting,481871,Yes,Data Science,Kolkata,High,Low,5,High
5652,Female,2023,"Blockchain, Java, DevOps, Cybersecurity",3,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur,Medium,Medium,4,Medium
5653,Female,2024,"Cloud (AWS/Azure/GCP), Java, Cybersecurity, Web Dev (Full Stack), ML/AI",0,5,3,Cognizant,Established,E-commerce,1467337,No,Not Applicable,Kolkata,High,Low,5,High
5654,Female,2023,"Web Dev (Full Stack), Python, Java, Digital Marketing, C++",0,3,2,Capgemini,Established,FinTech,898765,Yes,Data Science,Ahmedabad,Medium,Low,5,Medium
5655,Male,2022,"ML/AI, Blockchain, Java",1,3,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Pune,Medium,Low,3,Medium
5656,Female,2023,"DevOps, Digital Marketing, Blockchain, Cybersecurity",0,6,3,Ola,Startup,Manufacturing,685135,No,Not Applicable,Jaipur,High,Low,4,High
5657,Female,2022,Python,0,4,1,Google,Established,Manufacturing,1819552,No,Not Applicable,Hyderabad,Medium,Low,1,Low
5658,Female,2024,"Networking, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",1,8,4,Paytm,Startup,Healthcare,300000,No,Not Applicable,Kolkata,High,Low,3,High
5659,Female,2023,"C++, Java, DevOps",2,3,2,Paytm,Startup,Logistics,714296,No,Not Applicable,Ahmedabad,Medium,Medium,3,Medium
5660,Female,2024,Web Dev (Full Stack),1,5,3,Swiggy,Startup,Healthcare,448761,No,Not Applicable,Delhi,High,Low,1,Low
5661,Female,2022,"Digital Marketing, Blockchain, DevOps",1,7,4,Paytm,Startup,E-commerce,581997,No,Not Applicable,Pune,High,Low,3,High
5662,Female,2024,UI/UX Design,0,10,4,Oracle,Established,Automotive,1606117,Yes,MBA,Bangalore,High,Low,1,Low
5663,Female,2025,"Blockchain, Python, ML/AI, Cybersecurity",0,9,3,Oracle,Established,IT Services,1746976,No,Not Applicable,Hyderabad,High,Low,4,High
5664,Male,2024,"Networking, Embedded Systems",1,6,4,Oracle,Established,Manufacturing,2735754,No,Not Applicable,Delhi,High,Low,2,Medium
5665,Male,2023,"Networking, Python, Digital Marketing, Cybersecurity",2,5,2,Infosys,Established,Automotive,687112,No,Not Applicable,Kolkata,High,Medium,4,Medium
5666,Female,2022,"DevOps, Blockchain",1,4,2,Dream11,Startup,Logistics,300000,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium
5667,Female,2023,"Cybersecurity, Java, UI/UX Design, Digital Marketing, Cloud (AWS/Azure/GCP)",0,2,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur,Medium,Low,5,Medium
5668,Male,2024,"Python, Web Dev (Full Stack), Digital Marketing",0,8,4,Ola,Startup,E-commerce,677342,No,Not Applicable,Ahmedabad,High,Low,3,High
5669,Male,2025,"Embedded Systems, Web Dev (Full Stack), DevOps",1,8,3,L&T Technology Services,Established,Automotive,631600,No,Not Applicable,Chennai,High,Low,3,High
5670,Male,2025,"DevOps, Data Science, ML/AI, Python",0,10,4,Flipkart,Established,E-commerce,1680039,No,Not Applicable,Jaipur,High,Low,4,High
5671,Male,2025,"Networking, UI/UX Design",0,9,4,Google,Established,Automotive,1512688,No,Not Applicable,Mumbai,High,Low,2,Medium
5672,Male,2023,"Python, Embedded Systems, Web Dev (Full Stack), Blockchain, Cloud (AWS/Azure/GCP)",1,7,4,L&T Technology Services,Established,E-commerce,1534837,No,Not Applicable,Jaipur,High,Low,5,High
5673,Male,2025,"Networking, C++, Cybersecurity, UI/UX Design, Blockchain",1,6,3,Capgemini,Established,FinTech,1489898,No,Not Applicable,Delhi,High,Low,5,High
5674,Female,2025,"Embedded Systems, Digital Marketing, Blockchain",2,10,4,HCLTech,Established,E-commerce,1815483,Yes,Data Science,Bangalore,High,Medium,3,Medium
5675,Female,2025,"Cybersecurity, ML/AI, Web Dev (Full Stack), Data Science",0,7,3,Capgemini,Established,EdTech,1915774,Yes,Cybersecurity,Mumbai,High,Low,4,High
5676,Female,2024,"Embedded Systems, UI/UX Design, DevOps",1,6,2,Ola,Startup,E-commerce,314831,No,Not Applicable,Hyderabad,High,Low,3,High
5677,Female,2024,"Networking, DevOps",1,6,3,HCLTech,Established,FinTech,2163210,No,Not Applicable,Mumbai,High,Low,2,Medium
5678,Male,2024,"Cloud (AWS/Azure/GCP), C++, Cybersecurity, Data Science",1,1,2,Meta,Established,EdTech,1327904,No,Not Applicable,Pune,Medium,Low,4,Medium
5679,Female,2022,"DevOps, Cybersecurity, Java, C++, Digital Marketing",0,8,3,Amazon,Established,Consulting,1724795,No,Not Applicable,Kolkata,High,Low,5,High
5680,Female,2022,"Java, Cloud (AWS/Azure/GCP), Cybersecurity",0,4,4,Ola,Startup,Manufacturing,616925,No,Not Applicable,Mumbai,Medium,Low,3,Medium
5681,Male,2024,"Java, C++, Data Science, Digital Marketing",1,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune,Low,Low,4,Medium
5682,Male,2023,"Python, Cloud (AWS/Azure/GCP), Cybersecurity",0,10,2,Swiggy,Startup,IT Services,868400,No,Not Applicable,Ahmedabad,High,Low,3,High
5683,Female,2022,"Blockchain, Digital Marketing",0,7,1,Infosys,Established,EdTech,1703255,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
5684,Male,2022,"Data Science, UI/UX Design",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Medium,2,Medium
5685,Female,2023,"Cybersecurity, Web Dev (Full Stack), Python, UI/UX Design",0,4,2,Microsoft,Established,Automotive,2326084,No,Not Applicable,Bangalore,Medium,Low,4,Medium
5686,Female,2025,"C++, Data Science, Embedded Systems",0,3,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Jaipur,Medium,Low,3,Medium
5687,Female,2024,Data Science,0,10,3,Adobe,Established,Logistics,732797,Yes,AI/ML,Jaipur,High,Low,1,Low
5688,Male,2022,"Blockchain, Web Dev (Full Stack), UI/UX Design",0,2,2,Google,Established,Healthcare,1236034,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium
5689,Female,2024,"Data Science, Cloud (AWS/Azure/GCP), Embedded Systems",2,7,1,Tata Motors,Established,Consulting,1648840,No,Not Applicable,Pune,Medium,Medium,3,Medium
5690,Female,2025,"Blockchain, C++, Embedded Systems, DevOps, Java",0,4,2,HCLTech,Established,E-commerce,1865255,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
5691,Male,2023,"Networking, Embedded Systems",2,8,4,Infosys,Established,Logistics,1346168,No,Not Applicable,Jaipur,High,Medium,2,Medium
5692,Male,2025,"Data Science, Networking, Digital Marketing",1,10,3,Oracle,Established,Logistics,906453,No,Not Applicable,Kolkata,High,Low,3,High
5693,Male,2025,"DevOps, Data Science",2,4,3,Jio Platforms,Established,EdTech,928034,No,Not Applicable,Kolkata,Medium,Medium,2,Medium
5694,Male,2023,"Python, Embedded Systems, UI/UX Design, Web Dev (Full Stack), Cybersecurity",0,7,4,Dream11,Startup,IT Services,965011,No,Not Applicable,Jaipur,High,Low,5,High
5695,Female,2022,"Networking, Embedded Systems, Cybersecurity, Data Science",0,6,2,Zomato,Startup,Consulting,583515,No,Not Applicable,Chennai,High,Low,4,High
5696,Male,2025,C++,0,7,3,Paytm,Startup,Logistics,719027,No,Not Applicable,Delhi,High,Low,1,Low
5697,Female,2022,"Java, Cloud (AWS/Azure/GCP), Cybersecurity, Data Science",1,5,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune,Medium,Low,4,Medium
5698,Female,2022,Data Science,2,8,2,Ola,Startup,Healthcare,876247,Yes,MBA,Jaipur,High,Medium,1,Low
5699,Male,2023,"Python, C++",0,4,4,L&T Technology Services,Established,Manufacturing,926480,No,Not Applicable,Pune,Medium,Low,2,Medium
5700,Male,2025,"Web Dev (Full Stack), C++, Java, UI/UX Design",3,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium
5701,Female,2025,"Web Dev (Full Stack), Java",0,9,4,TCS,Established,FinTech,1695357,No,Not Applicable,Ahmedabad,High,Low,2,Medium
5702,Female,2023,"Digital Marketing, ML/AI",0,7,3,TCS,Established,Manufacturing,729825,No,Not Applicable,Hyderabad,High,Low,2,Medium
5703,Female,2025,"DevOps, ML/AI, Blockchain",0,10,1,Paytm,Startup,E-commerce,747553,No,Not Applicable,Mumbai,Medium,Low,3,Medium
5704,Female,2025,"UI/UX Design, Python, Cybersecurity",0,5,1,Dr. Reddy's Labs,Established,Manufacturing,795964,No,Not Applicable,Bangalore,Medium,Low,3,Medium
